"blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueTotalExperience","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","redWardsPlaced","redWardsDestroyed","redFirstBlood","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redTotalExperience","redTotalMinionsKilled","redTotalJungleMinionsKilled","redGoldDiff","redExperienceDiff"
1,20,3,"1",16,5,21,1,0,20032,7.4,20277,166,48,3931,4106,14,1,"0",5,16,4,0,0,16101,6.6,16171,198,44,-3931,-4106
1,40,5,"0",4,4,5,1,0,15447,7,17708,201,43,63,261,16,6,"1",4,4,1,1,0,15384,6.8,17447,228,49,-63,-261
0,11,3,"0",3,8,4,0,0,14099,6.4,15839,200,32,-4496,-4428,18,3,"1",8,3,10,2,0,18595,7.4,20267,227,84,4496,4428
1,16,2,"0",3,6,6,1,0,15335,6.6,17217,219,49,-839,-82,14,2,"1",6,3,5,0,0,16174,7,17299,225,36,839,82
0,10,2,"0",2,13,2,0,0,14198,6.4,15730,195,41,-4030,-2539,17,1,"1",13,2,15,0,0,18228,7,18269,198,43,4030,2539
1,15,1,"1",4,6,4,0,0,15298,6.6,16504,208,47,-1596,-1269,13,2,"0",6,4,10,1,0,16894,6.8,17773,210,52,1596,1269
0,83,3,"0",4,11,3,1,0,15564,6.8,17844,236,55,-4523,-3174,16,5,"1",11,4,9,1,1,20087,7.6,21018,231,52,4523,3174
1,11,2,"0",8,4,2,2,1,17696,7.2,18812,224,56,1786,2804,18,3,"1",4,8,7,0,0,15910,6.4,16008,200,52,-1786,-2804
1,17,3,"0",6,8,4,1,0,16047,6.8,18407,214,58,-1495,330,15,2,"1",8,6,11,0,0,17542,6.8,18077,205,54,1495,-330
0,15,17,"0",3,8,5,0,0,14112,6.4,15898,216,28,-2834,-2773,49,2,"1",8,3,8,1,0,16946,7,18671,203,44,2834,2773
0,16,1,"0",3,5,2,0,0,15314,7,17971,226,45,-888,1328,15,2,"1",5,3,3,1,0,16202,6.8,16643,220,37,888,-1328
1,18,3,"1",7,10,11,1,0,16057,6.8,17123,187,60,-2259,-898,14,1,"0",10,7,14,0,0,18316,6.8,18021,227,32,2259,898
1,20,9,"1",6,6,6,0,0,16266,7,18203,208,40,1300,127,27,7,"0",6,6,4,1,0,14966,7.2,18076,155,66,-1300,-127
0,21,2,"0",4,11,4,1,0,15168,6.6,16728,197,56,-3764,-1700,21,2,"1",11,4,12,0,0,18932,6.8,18428,198,56,3764,1700
1,12,0,"1",9,10,13,1,0,17665,6.8,18891,211,44,-1426,-272,15,0,"0",10,9,14,1,0,19091,7.2,19163,214,64,1426,272
0,13,4,"0",4,5,2,1,0,14366,6.8,17267,207,37,-1614,15,17,0,"1",5,4,9,1,0,15980,7,17252,216,62,1614,-15
1,35,2,"0",11,7,14,0,0,19106,6.8,17739,189,60,2013,900,17,1,"1",7,11,8,0,0,17093,6.6,16839,188,47,-2013,-900
0,15,3,"0",0,9,0,1,0,13850,6.8,16985,217,60,-4513,-2787,22,5,"1",9,0,15,0,0,18363,7.4,19772,246,53,4513,2787
0,22,3,"0",7,12,4,0,0,15633,6.4,16398,188,40,-5271,-4236,17,12,"1",12,7,14,2,0,20904,7.6,20634,269,67,5271,4236
1,13,2,"1",9,8,8,0,0,17208,6.8,17852,194,36,-197,919,11,0,"0",8,9,10,0,0,17405,6.6,16933,218,40,197,-919
0,18,15,"1",6,6,6,2,0,15771,6.8,17334,187,59,-2842,-1722,37,4,"0",6,6,9,0,1,18613,7,19056,264,52,2842,1722
0,12,0,"0",2,9,2,1,0,14132,6.8,16898,210,48,-4668,-3772,11,2,"1",9,2,11,1,0,18800,7.6,20670,226,67,4668,3772
1,16,3,"0",14,3,18,1,0,18413,7.2,19646,196,61,3994,3953,15,1,"1",3,14,2,0,0,14419,6.2,15693,213,40,-3994,-3953
0,15,5,"1",6,11,6,1,0,15673,6.6,17330,197,63,-2420,-2518,16,3,"0",11,6,10,0,0,18093,7.4,19848,197,68,2420,2518
1,13,1,"1",6,1,2,1,0,17091,7.2,19482,229,64,2805,2754,24,4,"0",1,6,1,0,0,14286,6.6,16728,235,45,-2805,-2754
0,17,0,"1",8,7,7,0,0,16885,6.6,17748,220,40,-11,-1495,12,6,"0",7,8,6,1,0,16896,7.2,19243,213,60,11,1495
0,14,3,"0",3,10,6,0,0,14836,6.4,16507,214,45,-3421,-2836,17,1,"1",10,3,9,1,0,18257,7.2,19343,229,44,3421,2836
0,18,0,"0",11,8,7,0,0,18303,7.2,19278,220,52,1142,841,13,5,"1",8,11,7,0,0,17161,7,18437,201,56,-1142,-841
0,15,1,"0",4,8,8,0,0,15503,6.8,18406,204,52,-2892,-2716,14,1,"1",8,4,6,2,0,18395,7.6,21122,261,72,2892,2716
1,21,2,"0",3,3,3,1,0,15398,6.8,17885,227,64,324,231,13,3,"1",3,3,1,1,0,15074,6.8,17654,239,47,-324,-231
0,12,1,"1",11,3,15,0,0,18420,7.4,19497,214,49,3865,3559,15,1,"0",3,11,3,1,0,14555,6.4,15938,203,46,-3865,-3559
0,17,3,"0",4,11,5,0,0,14702,6.6,16103,193,33,-3191,-1620,27,4,"1",11,4,17,1,0,17893,7,17723,219,48,3191,1620
1,17,2,"1",12,9,8,0,0,19355,7.6,20151,208,60,2070,1019,12,3,"0",9,12,9,0,0,17285,7.2,19132,217,51,-2070,-1019
1,16,5,"0",5,9,4,0,0,14980,6.8,17318,187,46,-3729,-3285,21,3,"1",9,5,7,1,0,18709,7.6,20603,257,56,3729,3285
1,23,1,"1",6,10,7,2,0,17520,7.4,19706,239,73,-1127,471,14,3,"0",10,6,10,0,0,18647,7.2,19235,239,55,1127,-471
1,93,1,"0",17,4,25,2,0,21257,7.4,20163,220,48,6713,5380,10,3,"1",4,17,3,0,0,14544,6.2,14783,170,51,-6713,-5380
1,14,3,"0",3,4,5,1,0,15565,6.8,17390,227,60,350,-664,16,2,"1",4,3,4,1,0,15215,7,18054,221,52,-350,664
0,87,3,"1",7,4,7,1,0,16723,6.8,17764,193,52,2568,3054,18,1,"0",4,7,6,0,0,14155,6.2,14710,183,28,-2568,-3054
0,16,1,"1",3,6,2,0,0,15096,6.8,16516,222,46,-1625,-2418,18,1,"0",6,3,10,0,0,16721,7,18934,236,56,1625,2418
0,18,2,"0",4,6,0,0,0,14827,6.6,17370,207,55,-2713,-1237,20,6,"1",6,4,11,2,0,17540,7.2,18607,247,56,2713,1237
1,22,3,"0",10,4,10,1,0,17354,7,18530,217,57,1743,2124,16,2,"1",4,10,4,0,0,15611,6.8,16406,236,56,-1743,-2124
0,13,1,"0",5,7,5,1,0,15814,6.8,17936,229,39,-1706,-685,13,3,"1",7,5,10,1,0,17520,7,18621,238,68,1706,685
0,13,0,"0",5,6,4,0,0,15882,6.6,17373,231,46,-764,-128,9,2,"1",6,5,6,1,0,16646,6.8,17501,225,43,764,128
0,17,2,"0",3,9,4,0,0,15331,6.6,16126,212,48,-2436,-3016,11,4,"1",9,3,5,1,0,17767,7.2,19142,237,45,2436,3016
0,17,3,"1",8,14,11,0,0,17886,6.4,15999,219,32,-1988,-1490,11,3,"0",14,8,17,2,0,19874,6.8,17489,151,48,1988,1490
1,13,3,"0",5,5,6,1,0,16897,7.2,18457,218,68,942,952,14,5,"1",5,5,4,0,0,15955,6.8,17505,220,57,-942,-952
1,16,4,"1",4,7,4,0,0,15613,6.6,18046,244,46,-1002,-498,59,2,"0",7,4,9,2,0,16615,7,18544,181,60,1002,498
1,45,2,"1",8,3,15,1,0,16902,7.2,18641,189,52,1787,1001,15,4,"0",3,8,4,1,0,15115,6.8,17640,222,48,-1787,-1001
0,19,5,"1",9,6,10,0,0,16544,6.6,16417,191,41,1239,568,47,2,"0",6,9,8,1,0,15305,6.4,15849,179,41,-1239,-568
0,26,3,"0",8,8,8,0,0,16357,6.6,16464,193,37,-232,97,16,2,"1",8,8,8,1,0,16589,6.6,16367,196,56,232,-97
1,14,3,"0",6,3,6,1,0,16255,7,18434,225,39,974,748,15,3,"1",3,6,4,0,0,15281,7,17686,201,56,-974,-748
1,14,3,"0",4,6,7,1,0,16685,7,18643,236,71,289,-201,18,2,"1",6,4,4,1,0,16396,7,18844,234,52,-289,201
0,29,3,"0",4,12,3,0,0,15036,6.4,15796,194,52,-2568,-3931,39,2,"1",12,4,8,0,0,17604,7.4,19727,198,57,2568,3931
1,17,3,"1",9,5,7,1,0,17554,7,18464,240,44,2402,2330,18,4,"0",5,9,3,0,0,15152,6.4,16134,172,54,-2402,-2330
0,17,3,"0",6,2,10,1,0,17066,7,18756,230,61,1998,1200,13,3,"1",2,6,2,0,0,15068,6.8,17556,253,48,-1998,-1200
0,19,3,"1",4,3,7,0,0,15989,6.8,17682,254,48,-77,-1515,15,4,"0",3,4,3,2,0,16066,7,19197,250,74,77,1515
1,13,2,"1",7,5,5,0,0,15984,7,18367,205,49,763,1019,77,2,"0",5,7,6,1,0,15221,6.8,17348,175,54,-763,-1019
0,14,2,"0",11,8,12,0,0,17804,6.8,17743,210,41,1092,806,14,1,"1",8,11,10,0,0,16712,6.6,16937,208,23,-1092,-806
0,18,3,"0",7,7,9,1,0,16136,6.4,16071,212,47,436,-475,18,5,"1",7,7,6,0,0,15700,6.8,16546,190,42,-436,475
0,43,4,"0",3,7,4,0,0,14631,6.8,17718,226,41,-2671,-719,18,7,"1",7,3,6,1,0,17302,7,18437,252,48,2671,719
0,13,2,"0",4,8,3,0,0,14668,6.6,16865,193,32,-2958,-1446,15,2,"1",8,4,9,1,0,17626,7,18311,232,43,2958,1446
1,21,2,"1",10,1,14,2,0,19263,7.2,19673,236,59,4739,2119,15,5,"0",1,10,0,0,0,14524,6.8,17554,231,60,-4739,-2119
1,14,3,"1",2,7,2,0,0,14645,6.8,16717,224,44,-1518,-2542,58,2,"0",7,2,4,0,0,16163,7.2,19259,207,60,1518,2542
1,50,2,"1",8,6,7,0,0,17628,7,18881,233,69,1458,1753,17,0,"0",6,8,5,1,0,16170,7,17128,196,66,-1458,-1753
1,15,3,"1",4,7,8,0,0,16002,6.6,16283,204,45,98,-786,16,4,"0",7,4,8,1,0,15904,6.6,17069,193,44,-98,786
0,44,4,"0",5,12,6,0,0,15851,6.6,16800,182,56,-3248,-2442,19,0,"1",12,5,9,1,0,19099,7.2,19242,243,44,3248,2442
1,17,6,"1",10,1,9,1,0,18484,7,19140,230,54,3439,3469,15,2,"0",1,10,1,0,0,15045,6.4,15671,218,46,-3439,-3469
0,21,7,"0",6,4,8,0,0,15840,6.8,16689,204,48,-376,-1118,19,5,"1",4,6,4,0,0,16216,6.8,17807,228,43,376,1118
1,33,2,"1",9,4,8,1,0,18829,7.2,18693,233,52,4141,2833,12,1,"0",4,9,3,0,0,14688,6.6,15860,198,51,-4141,-2833
0,41,4,"0",7,11,8,1,0,16728,7,17887,191,64,-2358,-1400,34,6,"1",11,7,11,1,0,19086,7.2,19287,211,64,2358,1400
0,18,3,"0",7,13,5,0,0,15744,6.8,16509,201,48,-3762,-1626,17,2,"1",13,7,16,2,0,19506,6.8,18135,213,52,3762,1626
0,18,0,"1",4,7,5,1,0,16640,7,18123,223,60,159,-369,10,2,"0",7,4,4,1,0,16481,7.2,18492,214,44,-159,369
0,16,1,"0",2,6,0,0,0,13744,6.8,16719,207,47,-2438,-1929,38,0,"1",6,2,5,0,0,16182,6.8,18648,241,32,2438,1929
1,17,3,"1",8,7,15,0,0,17885,6.8,17553,216,47,2071,1096,28,3,"0",7,8,10,1,0,15814,6.6,16457,188,36,-2071,-1096
1,17,3,"1",10,1,8,1,0,18646,7,19491,237,49,5148,2922,12,2,"0",1,10,0,0,0,13498,6.4,16569,210,43,-5148,-2922
0,17,4,"1",2,5,3,0,0,14219,6.6,16055,213,40,-2405,-1720,46,5,"0",5,2,7,0,0,16624,6.8,17775,235,37,2405,1720
1,16,4,"0",4,3,4,0,0,15616,6.8,18728,224,40,441,379,15,2,"1",3,4,2,0,0,15175,6.8,18349,230,48,-441,-379
1,14,0,"1",10,10,14,1,1,19177,7,17889,197,60,759,-221,14,2,"0",10,10,11,1,1,18418,7,18110,178,43,-759,221
0,13,1,"0",5,4,4,0,0,15977,7,18445,205,48,898,732,18,2,"1",4,5,2,0,0,15079,7,17713,215,44,-898,-732
1,20,2,"1",9,6,10,2,0,18302,7.2,18292,228,64,2397,958,15,3,"0",6,9,8,0,0,15905,7,17334,202,40,-2397,-958
1,19,2,"0",5,3,9,1,0,15634,6.8,16928,223,40,1149,1056,15,3,"1",3,5,5,0,0,14485,6.4,15872,208,48,-1149,-1056
1,23,1,"0",5,5,5,0,0,16165,7.2,18868,229,52,857,1040,15,4,"1",5,5,3,1,0,15308,7,17828,197,56,-857,-1040
0,17,2,"1",6,9,5,0,0,15900,6.6,16277,208,40,-3237,-2680,38,4,"0",9,6,6,1,1,19137,7,18957,219,52,3237,2680
1,14,4,"1",8,6,10,1,0,17776,6.8,18126,224,45,1072,411,17,2,"0",6,8,8,0,0,16704,6.6,17715,238,51,-1072,-411
1,20,3,"1",9,13,12,1,0,17597,6.6,16212,188,40,-1522,-1504,16,1,"0",13,9,15,0,0,19119,6.8,17716,185,37,1522,1504
1,18,1,"0",2,6,2,0,0,14071,6.8,16114,231,47,-2633,-1640,13,4,"1",6,2,6,1,0,16704,6.8,17754,238,52,2633,1640
0,23,1,"0",8,9,8,1,0,17380,7.2,18665,220,60,-213,399,14,1,"1",9,8,14,0,0,17593,7,18266,215,36,213,-399
0,17,3,"1",3,5,2,0,0,14666,6.8,17730,215,38,-3315,-2013,21,4,"0",5,3,2,2,1,17981,7.2,19743,257,70,3315,2013
0,13,2,"1",11,4,4,1,0,18232,7.4,19347,231,55,3987,3310,12,1,"0",4,11,3,0,0,14245,6.4,16037,168,40,-3987,-3310
1,13,1,"1",7,8,8,0,0,17004,7.2,19083,193,52,-417,81,40,1,"0",8,7,7,1,0,17421,7.2,19002,206,59,417,-81
1,53,2,"0",7,17,5,0,0,15664,6.6,16740,174,48,-4732,-1805,16,4,"1",17,7,20,1,0,20396,7,18545,228,38,4732,1805
0,17,4,"1",10,8,17,1,0,18432,7,17701,203,53,1517,-69,13,2,"0",8,10,16,1,0,16915,6.8,17770,193,52,-1517,69
0,39,2,"0",3,11,3,0,0,15495,7,17144,231,40,-2609,-2248,13,9,"1",11,3,7,1,0,18104,7,19392,237,56,2609,2248
1,16,3,"1",5,7,4,1,0,16318,7.2,18452,234,56,-67,-481,17,5,"0",7,5,4,0,0,16385,7.2,18933,200,66,67,481
1,17,3,"1",5,3,9,1,0,16123,6.6,17197,204,50,593,-702,12,3,"0",3,5,2,0,0,15530,7,17899,238,60,-593,702
1,36,2,"0",2,8,2,0,0,14079,7,17003,207,43,-3388,-1882,16,1,"1",8,2,6,1,0,17467,7.2,18885,239,44,3388,1882
1,14,5,"1",9,2,13,1,0,18081,7.2,19648,214,57,4233,3106,19,2,"0",2,9,2,0,0,13848,6.6,16542,193,45,-4233,-3106
1,23,7,"0",6,8,7,0,0,16449,6.6,16962,232,48,-167,-395,21,5,"1",8,6,9,0,0,16616,7,17357,196,46,167,395
0,17,1,"1",2,4,1,0,0,14947,7,17628,241,52,-2088,-2417,16,4,"0",4,2,4,1,0,17035,7.2,20045,280,68,2088,2417
0,13,3,"0",5,7,8,1,0,15457,6.6,17048,191,58,-1647,-3035,13,4,"1",7,5,7,1,0,17104,7.4,20083,251,54,1647,3035
0,14,0,"0",5,4,6,1,0,17129,7.2,18794,256,47,1004,211,12,2,"1",4,5,4,0,0,16125,6.8,18583,234,56,-1004,-211
1,24,3,"0",8,6,7,2,0,17527,7.2,19414,236,64,1625,1945,16,2,"1",6,8,2,0,0,15902,6.8,17469,208,52,-1625,-1945
0,45,1,"0",4,10,3,0,0,14396,6.6,16065,203,40,-4339,-2857,18,2,"1",10,4,4,0,0,18735,7,18922,234,56,4339,2857
1,30,2,"1",5,8,6,1,0,16131,7,17821,206,55,-1142,229,17,1,"0",8,5,6,1,0,17273,6.8,17592,221,52,1142,-229
1,13,5,"0",10,3,10,0,0,19476,7.8,20412,262,51,4774,3524,15,4,"1",3,10,3,1,0,14702,6.8,16888,211,43,-4774,-3524
0,16,2,"1",3,16,5,0,0,14316,6.2,14965,195,44,-5219,-4005,14,4,"0",16,3,23,1,0,19535,7.2,18970,183,48,5219,4005
1,12,5,"1",3,7,3,0,0,15159,6.6,17052,235,60,-1984,-1530,18,2,"0",7,3,16,1,0,17143,6.8,18582,238,47,1984,1530
1,14,1,"1",5,3,2,0,0,15800,7,18222,236,40,697,700,13,1,"0",3,5,6,1,0,15103,6.8,17522,209,78,-697,-700
0,19,4,"1",5,5,6,0,0,16780,7,19102,253,63,774,1187,17,6,"0",5,5,7,1,0,16006,7,17915,233,52,-774,-1187
0,15,3,"0",7,5,7,1,0,16424,7,17990,205,60,427,479,17,5,"1",5,7,4,0,0,15997,7,17511,237,44,-427,-479
1,19,3,"1",3,4,2,1,1,17035,7.2,18941,257,52,1487,617,18,3,"0",4,3,6,1,0,15548,7,18324,223,64,-1487,-617
0,17,1,"0",3,5,4,0,0,14776,6.8,17631,203,64,-1960,-1464,13,2,"1",5,3,5,1,0,16736,7.2,19095,252,56,1960,1464
1,13,1,"1",10,1,15,0,0,18697,7.2,19162,237,36,4695,2313,11,1,"0",1,10,1,0,0,14002,6.4,16849,235,44,-4695,-2313
0,74,4,"1",3,2,7,0,0,14452,6.8,16280,202,40,47,-264,16,0,"0",2,3,2,1,0,14405,6.6,16544,226,48,-47,264
0,30,4,"1",6,13,6,1,0,16540,7,18158,235,66,-2145,-917,14,3,"0",13,6,15,1,0,18685,7.2,19075,193,48,2145,917
0,18,2,"1",8,6,5,2,0,16650,6.8,17551,233,37,907,-411,11,6,"0",6,8,3,0,0,15743,6.6,17962,195,66,-907,411
1,16,6,"1",7,5,6,1,0,16887,7,18500,212,39,1564,1214,63,4,"0",5,7,5,1,0,15323,6.6,17286,200,47,-1564,-1214
0,14,1,"0",11,7,12,1,0,18096,7.2,18860,222,56,686,350,37,4,"1",7,11,7,1,0,17410,7,18510,193,68,-686,-350
1,42,3,"0",6,4,7,2,0,16199,7,18445,213,53,531,947,14,0,"1",4,6,4,0,0,15668,6.8,17498,234,40,-531,-947
1,15,0,"1",6,8,8,1,0,16956,7,18364,197,72,-506,-228,12,4,"0",8,6,9,0,0,17462,7,18592,234,48,506,228
1,16,4,"0",7,8,5,0,0,15646,7,17325,192,35,-1528,-1421,26,4,"1",8,7,8,1,0,17174,7.2,18746,225,42,1528,1421
1,53,4,"0",4,6,5,1,0,15426,7,18021,207,59,-2376,-894,38,7,"1",6,4,9,1,0,17802,7,18915,227,59,2376,894
0,15,2,"1",6,7,8,0,0,16308,7,17279,217,48,-313,-1056,35,2,"0",7,6,10,1,0,16621,7,18335,207,59,313,1056
0,17,2,"1",4,6,2,0,0,15293,6.8,17871,204,56,-1306,-998,18,3,"0",6,4,9,2,0,16599,7,18869,221,52,1306,998
0,16,1,"1",4,4,4,1,0,16389,6.6,17526,210,48,997,-1143,15,3,"0",4,4,4,1,0,15392,7.2,18669,204,72,-997,1143
1,24,1,"1",10,7,9,2,0,18572,7.2,19279,208,60,1923,734,14,2,"0",7,10,4,0,0,16649,7,18545,205,51,-1923,-734
1,14,4,"1",8,6,8,2,1,18250,7,17742,235,37,2518,860,16,0,"0",6,8,6,0,0,15732,6.6,16882,216,40,-2518,-860
1,15,2,"1",4,12,7,0,0,15123,6.6,15874,169,48,-4949,-3427,16,4,"0",12,4,14,2,1,20072,7.2,19301,221,56,4949,3427
0,12,2,"0",8,6,7,0,0,16793,6.8,17595,210,36,115,-80,14,3,"1",6,8,6,1,0,16678,6.8,17675,238,41,-115,80
1,12,2,"0",2,9,1,0,0,14259,6.4,16277,216,41,-4814,-3701,18,1,"1",9,2,14,2,1,19073,7.4,19978,240,52,4814,3701
1,33,4,"1",4,2,4,1,0,16607,7,19014,261,68,2261,1906,16,5,"0",2,4,0,0,0,14346,6.6,17108,221,52,-2261,-1906
0,21,4,"1",5,14,3,0,0,15425,6.6,16296,204,31,-2904,-3121,18,4,"0",14,5,10,0,0,18329,7.2,19417,212,48,2904,3121
1,17,9,"1",9,2,9,2,1,20464,7.4,19989,251,65,6597,4613,15,2,"0",2,9,2,0,0,13867,6.2,15376,215,40,-6597,-4613
0,14,3,"0",3,7,2,1,0,14344,6.6,16049,193,63,-4269,-3208,17,4,"1",7,3,5,0,1,18613,7.2,19257,232,63,4269,3208
1,18,6,"1",4,4,3,0,0,15936,6.8,16572,229,44,218,-1933,42,5,"0",4,4,5,1,0,15718,7,18505,243,52,-218,1933
1,18,2,"1",8,2,9,1,1,18188,7,18675,208,49,3263,1440,16,3,"0",2,8,2,1,0,14925,6.8,17235,200,68,-3263,-1440
0,15,3,"0",3,6,0,0,0,14686,6.8,17861,238,44,-3597,-862,20,3,"1",6,3,8,1,1,18283,7,18723,243,52,3597,862
0,13,1,"0",0,4,0,0,0,14211,7,17395,227,63,-1725,-1169,50,3,"1",4,0,7,1,0,15936,7,18564,230,55,1725,1169
0,18,1,"1",4,2,3,0,0,15995,7.2,19023,220,72,500,64,12,3,"0",2,4,1,2,0,15495,7,18959,234,68,-500,-64
0,9,2,"0",3,12,0,0,0,14798,6.8,17372,225,48,-5533,-2481,79,5,"1",12,3,13,0,0,20331,7.6,19853,233,49,5533,2481
1,17,3,"1",5,1,4,1,0,15823,7,17964,197,48,2028,1165,13,3,"0",1,5,1,0,0,13795,6.8,16799,205,46,-2028,-1165
0,16,5,"1",2,6,3,0,0,14874,6.8,16729,232,60,-3131,-1768,17,4,"0",6,2,5,2,1,18005,7.2,18497,221,47,3131,1768
1,14,2,"1",11,6,10,1,1,19517,7,18337,216,50,3304,-85,53,1,"0",6,11,7,0,0,16213,7,18422,208,52,-3304,85
1,18,2,"1",8,6,6,0,0,16691,6.8,16656,191,64,-1421,-1364,25,6,"0",6,8,7,0,1,18112,7,18020,237,51,1421,1364
0,41,2,"0",5,7,8,0,0,15328,6.4,16143,191,39,-1980,-3337,14,3,"1",7,5,9,1,0,17308,7,19480,227,60,1980,3337
1,14,2,"0",7,4,5,1,0,17052,7.2,19250,234,64,1648,1881,16,3,"1",4,7,4,0,0,15404,6.6,17369,223,38,-1648,-1881
1,17,9,"1",9,6,6,0,0,16749,6.6,17028,177,64,239,285,19,6,"0",6,9,5,0,0,16510,6.6,16743,219,59,-239,-285
1,45,3,"1",13,7,13,1,0,18022,6.8,17168,182,36,1643,2462,17,2,"0",7,13,6,1,1,16379,6.2,14706,153,46,-1643,-2462
1,54,5,"1",5,1,9,0,0,15675,6.8,17474,198,48,994,-85,15,2,"0",1,5,1,1,0,14681,7,17559,243,66,-994,85
1,18,3,"1",12,12,13,1,0,19131,7,18354,209,38,-1025,-1860,17,2,"0",12,12,9,1,1,20156,7.6,20214,220,52,1025,1860
0,21,1,"0",2,6,2,1,0,14294,6.6,17461,220,61,-2820,-2226,14,0,"1",6,2,5,1,0,17114,7.4,19687,236,49,2820,2226
0,17,2,"0",3,12,3,0,0,14232,6.6,16592,216,38,-5617,-4035,15,2,"1",12,3,17,1,0,19849,7.6,20627,238,68,5617,4035
0,12,2,"0",4,8,4,0,0,15715,6.8,17533,229,40,-2733,-2104,16,3,"1",8,4,9,2,0,18448,7.4,19637,237,56,2733,2104
0,13,19,"1",5,8,2,0,0,16003,7,18252,221,50,5,185,45,2,"0",8,5,7,1,0,15998,6.8,18067,189,45,-5,-185
0,9,2,"0",4,8,2,0,0,15901,6.8,18288,233,55,-1333,284,14,0,"1",8,4,13,1,0,17234,7,18004,214,40,1333,-284
1,17,6,"0",8,2,9,1,0,16699,7,18113,238,36,1718,1073,16,3,"1",2,8,3,0,0,14981,6.8,17040,225,56,-1718,-1073
0,16,1,"1",6,7,9,1,0,16269,7,17222,222,44,-2132,-2887,15,4,"0",7,6,5,1,0,18401,7.4,20109,255,55,2132,2887
1,13,2,"1",16,5,17,1,0,21297,7.2,19371,221,42,6439,4362,14,0,"0",5,16,7,1,0,14858,6.2,15009,165,43,-6439,-4362
0,17,1,"0",3,7,3,2,0,14618,6.6,16828,199,56,-2564,-2469,14,6,"1",7,3,6,0,0,17182,7,19297,244,58,2564,2469
0,32,2,"0",4,10,3,1,0,15571,6.8,17116,228,63,-3481,-1919,15,3,"1",10,4,13,1,0,19052,7.4,19035,258,36,3481,1919
0,19,3,"1",9,7,8,0,0,19087,7.2,19779,250,60,2350,1981,17,5,"0",7,9,7,1,0,16737,7,17798,216,42,-2350,-1981
0,20,3,"1",3,11,3,0,0,14731,6.6,16187,193,36,-3804,-2878,43,5,"0",11,3,17,1,0,18535,7.4,19065,217,44,3804,2878
1,20,3,"1",8,2,11,1,0,17375,7,18886,241,38,2804,2924,16,3,"0",2,8,3,0,0,14571,6.6,15962,226,40,-2804,-2924
1,17,3,"1",7,4,3,0,0,17116,7.2,18779,245,52,951,-101,16,1,"0",4,7,3,1,0,16165,7.2,18880,252,53,-951,101
1,15,3,"0",7,7,8,2,1,19435,7.4,19608,248,63,2831,1855,15,1,"1",7,7,6,0,0,16604,6.8,17753,197,48,-2831,-1855
1,15,8,"1",7,14,5,0,0,16467,6.6,16438,190,41,-4264,-4127,35,3,"0",14,7,19,1,0,20731,7.4,20565,245,44,4264,4127
1,18,5,"1",8,7,10,0,0,17409,6.8,18491,259,40,2006,617,39,4,"0",7,8,4,1,0,15403,7,17874,183,52,-2006,-617
0,44,6,"1",5,3,8,2,0,17492,7.4,19477,244,59,1708,419,95,7,"0",3,5,3,0,0,15784,7.2,19058,237,54,-1708,-419
0,16,4,"0",6,11,8,0,0,16536,6.8,16917,232,41,-2018,-2401,76,4,"1",11,6,12,1,0,18554,7,19318,232,48,2018,2401
1,13,3,"1",3,2,3,1,0,15298,7,17946,232,60,383,-759,16,1,"0",2,3,0,0,0,14915,7.2,18705,233,72,-383,759
0,18,4,"1",5,12,1,0,0,15217,6.4,16160,193,39,-4199,-3576,26,5,"0",12,5,10,1,0,19416,7.2,19736,270,48,4199,3576
1,14,3,"0",3,6,4,0,0,15930,7,19263,241,71,-1240,-793,14,4,"1",6,3,6,1,0,17170,7.2,20056,252,64,1240,793
1,17,0,"1",6,6,7,1,0,16521,6.8,17859,214,56,90,-1069,17,1,"0",6,6,3,1,0,16431,7.2,18928,243,52,-90,1069
1,15,0,"1",9,11,14,0,0,18306,6.8,17828,207,56,737,50,41,1,"0",11,9,12,1,0,17569,7,17778,183,43,-737,-50
1,15,5,"0",6,7,4,1,0,17248,7,19160,242,56,993,1759,21,1,"1",7,6,7,1,0,16255,6.8,17401,192,52,-993,-1759
1,15,4,"1",7,5,6,0,0,17327,7,18249,215,60,2281,292,47,2,"0",5,7,2,0,0,15046,7,17957,205,38,-2281,-292
1,18,2,"1",9,9,16,0,0,17561,6.8,17359,208,40,-778,-1358,28,2,"0",9,9,10,1,0,18339,7.2,18717,231,59,778,1358
0,39,3,"0",3,7,2,0,0,13964,6.6,16677,196,37,-4178,-3371,42,16,"1",7,3,7,1,0,18142,7.4,20048,231,66,4178,3371
0,16,0,"0",4,13,2,0,0,13337,6,14126,141,43,-6092,-4820,21,2,"1",13,4,9,1,0,19429,7.2,18946,216,53,6092,4820
0,17,5,"1",8,6,16,1,0,17252,7,18419,197,48,-22,-801,19,4,"0",6,8,10,1,0,17274,7.2,19220,228,64,22,801
1,14,2,"0",8,11,9,0,0,17735,7.4,18655,203,56,-1421,-1547,15,0,"1",11,8,11,0,0,19156,7.4,20202,246,52,1421,1547
